1783499626.083799 server started (988184): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1783499626.083836 on Linux 6.18.35.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Wed Jun 17 23:14:00 UTC 2026
1783499626.083849 using libevent 2.1.12-stable poll
1783499626.083852 using ncurses 6.4 20240113
1783499626.086697 yylex_token: $
1783499626.086700 yylex_token: end at WS
1783499626.086702 yylex_token: command-prompt
1783499626.086705 yylex_token: end at WS
1783499626.086708 yylex_token: -I#S
1783499626.086712 yylex_token: end at WS
1783499626.086714 yylex_token: rename-session
1783499626.086717 yylex_token: end at WS
1783499626.086719 yylex_token: --
1783499626.086722 yylex_token: end at WS
1783499626.086724 yylex_token: %%
1783499626.086728 cmd_parse_build_commands 0:0: bind
1783499626.086731 cmd_parse_build_commands 0:1: -N
1783499626.086733 cmd_parse_build_commands 0:2: Rename current session
1783499626.086736 cmd_parse_build_commands 0:3: $
1783499626.086739 cmd_parse_build_commands 0:4 0:0: command-prompt
1783499626.086742 cmd_parse_build_commands 0:4 0:1: -I#S
1783499626.086745 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1783499626.086748 cmd_parse_build_commands 0:4 0:2 0:1: --
1783499626.086751 cmd_parse_build_commands 0:4 0:2 0:2: %%
1783499626.086755 cmd_parse_build_commands 0:0: command-prompt
1783499626.086757 cmd_parse_build_commands 0:1: -I#S
1783499626.086760 cmd_parse_build_commands 0:2 0:0: rename-session
1783499626.086763 cmd_parse_build_commands 0:2 0:1: --
1783499626.086765 cmd_parse_build_commands 0:2 0:2: %%
1783499626.086769 cmd_parse_build_commands 0:0: rename-session
1783499626.086772 cmd_parse_build_commands 0:1: --
1783499626.086774 cmd_parse_build_commands 0:2: %%
1783499626.086779 args_parse_flags: next --
1783499626.086782 args_parse: flags end at 2 of 3
1783499626.086784 args_parse: 2 = %% (type STRING)
1783499626.086790 cmd_parse_build_commands: rename-session "%%"
1783499626.086793 args_parse_flags: next -I#S
1783499626.086796 args_parse_flag_argument: -I = #S
1783499626.086799 args_parse: flags end at 2 of 3
1783499626.086804 args_parse: 2 = rename-session "%%" (type COMMANDS)
1783499626.086813 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1783499626.086816 args_parse_flags: next -N
1783499626.086819 args_parse_flag_argument: -N = Rename current session
1783499626.086821 args_parse_flags: next $
1783499626.086824 args_parse: flags end at 3 of 5
1783499626.086827 args_parse: 3 = $ (type STRING)
1783499626.086834 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1783499626.086846 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1783499626.086856 cmdq_get_command: [bind-key/0x58e4724b9c30] group 58
1783499626.086860 cmdq_append <global>: [bind-key/0x58e4724b9c30]
1783499626.086863 yylex_token: end at WS
1783499626.086865 yylex_token: bind
1783499626.086867 yylex_token: end at WS
1783499626.086869 yylex_token: -N
1783499626.086872 yylex_token: end at WS
1783499626.086875 yylex_token: Split window horizontally
1783499626.086878 yylex_get_word: %
1783499626.086881 yylex_token: end at WS
1783499626.086883 yylex_token: split-window
1783499626.086885 yylex_token: end at WS
1783499626.086887 yylex_token: -h
1783499626.086891 cmd_parse_build_commands 0:0: bind
1783499626.086894 cmd_parse_build_commands 0:1: -N
1783499626.086896 cmd_parse_build_commands 0:2: Split window horizontally
1783499626.086899 cmd_parse_build_commands 0:3: %
1783499626.086902 cmd_parse_build_commands 0:4 0:0: split-window
1783499626.086904 cmd_parse_build_commands 0:4 0:1: -h
1783499626.086908 cmd_parse_build_commands 0:0: split-window
1783499626.086910 cmd_parse_build_commands 0:1: -h
1783499626.086917 args_parse_flags: next -h
1783499626.086920 args_parse_flags: -h
1783499626.086922 args_parse: flags end at 2 of 2
1783499626.086928 cmd_parse_build_commands: split-window -h
1783499626.086931 args_parse_flags: next -N
1783499626.086934 args_parse_flag_argument: -N = Split window horizontally
1783499626.086937 args_parse_flags: next %
1783499626.086940 args_parse: flags end at 3 of 5
1783499626.086944 args_parse: 3 = % (type STRING)
1783499626.086948 args_parse: 4 = split-window -h (type COMMANDS)
1783499626.086958 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1783499626.086962 cmdq_get_command: [bind-key/0x58e4724ba520] group 70
1783499626.086966 cmdq_append <global>: [bind-key/0x58e4724ba520]
1783499626.086973 yylex_token: end at WS
1783499626.086976 yylex_token: bind
1783499626.086978 yylex_token: end at WS
1783499626.086980 yylex_token: -N
1783499626.086984 yylex_token: end at WS
1783499626.086986 yylex_token: Kill current window
1783499626.086988 yylex_token: end at WS
1783499626.086990 yylex_token: &
1783499626.086993 yylex_token: end at WS
1783499626.086995 yylex_token: confirm-before
1783499626.087005 yylex_token: end at WS
1783499626.087010 yylex_token: -pkill-window #W? (y/n)
1783499626.087013 yylex_token: end at WS
1783499626.087016 yylex_token: kill-window
1783499626.087020 cmd_parse_build_commands 0:0: bind
1783499626.087023 cmd_parse_build_commands 0:1: -N
1783499626.087026 cmd_parse_build_commands 0:2: Kill current window
1783499626.087030 cmd_parse_build_commands 0:3: &
1783499626.087033 cmd_parse_build_commands 0:4 0:0: confirm-before
1783499626.087036 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1783499626.087039 cmd_parse_build_commands 0:4 0:2: kill-window
1783499626.087043 cmd_parse_build_commands 0:0: confirm-before
1783499626.087046 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1783499626.087049 cmd_parse_build_commands 0:2: kill-window
1783499626.087054 args_parse_flags: next -pkill-window #W? (y/n)
1783499626.087058 args_parse_flag_argument: -p = kill-window #W? (y/n)
1783499626.087061 args_parse_flags: next kill-window
1783499626.087063 args_parse: flags end at 2 of 3
1783499626.087066 args_parse: 2 = kill-window (type STRING)
1783499626.087074 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1783499626.087077 args_parse_flags: next -N
1783499626.087080 args_parse_flag_argument: -N = Kill current window
1783499626.087083 args_parse_flags: next &
1783499626.087085 args_parse: flags end at 3 of 5
1783499626.087088 args_parse: 3 = & (type STRING)
1783499626.087096 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1783499626.087108 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1783499626.087114 cmdq_get_command: [bind-key/0x58e4724bac40] group 78
1783499626.087118 cmdq_append <global>: [bind-key/0x58e4724bac40]
1783499626.087127 yylex_token: end at WS
1783499626.087130 yylex_token: bind
1783499626.087132 yylex_token: end at WS
1783499626.087134 yylex_token: -N
1783499626.087139 yylex_token: end at WS
1783499626.087143 yylex_token: Prompt for window index to select
1783499626.087146 yylex_token: end at WS
1783499626.087148 yylex_token: '
1783499626.087151 yylex_token: end at WS
1783499626.087153 yylex_token: command-prompt
1783499626.087156 yylex_token: end at WS
1783499626.087158 yylex_token: -T
1783499626.087161 yylex_token: end at WS
1783499626.087164 yylex_token: window-target
1783499626.087168 yylex_token: end at WS
1783499626.087170 yylex_token: -pindex
1783499626.087174 yylex_token: end at WS
1783499626.087177 yylex_token: select-window
1783499626.087179 yylex_token: end at WS
1783499626.087181 yylex_token: -t
1783499626.087183 yylex_token: end at WS
1783499626.087185 yylex_token: :%%
1783499626.087190 cmd_parse_build_commands 0:0: bind
1783499626.087193 cmd_parse_build_commands 0:1: -N
1783499626.087196 cmd_parse_build_commands 0:2: Prompt for window index to select
1783499626.087198 cmd_parse_build_commands 0:3: '
1783499626.087202 cmd_parse_build_commands 0:4 0:0: command-prompt
1783499626.087204 cmd_parse_build_commands 0:4 0:1: -T
1783499626.087207 cmd_parse_build_commands 0:4 0:2: window-target
1783499626.087210 cmd_parse_build_commands 0:4 0:3: -pindex
1783499626.087214 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1783499626.087216 cmd_parse_build_commands 0:4 0:4 0:1: -t
1783499626.087219 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1783499626.087223 cmd_parse_build_commands 0:0: command-prompt
1783499626.087225 cmd_parse_build_commands 0:1: -T
1783499626.087228 cmd_parse_build_commands 0:2: window-target
1783499626.087230 cmd_parse_build_commands 0:3: -pindex
1783499626.087233 cmd_parse_build_commands 0:4 0:0: select-window
1783499626.087236 cmd_parse_build_commands 0:4 0:1: -t
1783499626.087238 cmd_parse_build_commands 0:4 0:2: :%%
1783499626.087242 cmd_parse_build_commands 0:0: select-window
1783499626.087245 cmd_parse_build_commands 0:1: -t
1783499626.087247 cmd_parse_build_commands 0:2: :%%
1783499626.087253 args_parse_flags: next -t
1783499626.087257 args_parse_flag_argument: -t = :%%
1783499626.087259 args_parse: flags end at 3 of 3
1783499626.087267 cmd_parse_build_commands: select-window -t ":%%"
1783499626.087270 args_parse_flags: next -T
1783499626.087273 args_parse_flag_argument: -T = window-target
1783499626.087275 args_parse_flags: next -pindex
1783499626.087277 args_parse_flag_argument: -p = index
1783499626.087280 args_parse: flags end at 4 of 5
1783499626.087285 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1783499626.087357 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1783499626.087370 args_parse_flags: next -N
1783499626.087373 args_parse_flag_argument: -N = Prompt for window index to select
1783499626.087375 args_parse_flags: next '
1783499626.087376 args_parse: flags end at 3 of 5
1783499626.087378 args_parse: 3 = ' (type STRING)
1783499626.087384 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1783499626.087393 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1783499626.087400 cmdq_get_command: [bind-key/0x58e4724bbc30] group 86
1783499626.087403 cmdq_append <global>: [bind-key/0x58e4724bbc30]
1783499626.087413 yylex_token: end at WS
1783499626.087416 yylex_token: bind
1783499626.087418 yylex_token: end at WS
1783499626.087419 yylex_token: -N
1783499626.087421 yylex_token: end at WS
1783499626.087423 yylex_token: Switch to previous client
1783499626.087424 yylex_token: end at WS
1783499626.087425 yylex_token: (
1783499626.087427 yylex_token: end at WS
1783499626.087428 yylex_token: switch-client
1783499626.087430 yylex_token: end at WS
1783499626.087431 yylex_token: -p
1783499626.087435 cmd_parse_build_commands 0:0: bind
1783499626.087437 cmd_parse_build_commands 0:1: -N
1783499626.087439 cmd_parse_build_commands 0:2: Switch to previous client
1783499626.087448 cmd_parse_build_commands 0:3: (
1783499626.087450 cmd_parse_build_commands 0:4 0:0: switch-client
1783499626.087451 cmd_parse_build_commands 0:4 0:1: -p
1783499626.087455 cmd_parse_build_commands 0:0: switch-client
1783499626.087456 cmd_parse_build_commands 0:1: -p
1783499626.087461 args_parse_flags: next -p
1783499626.087462 args_parse_flags: -p
1783499626.087464 args_parse: flags end at 2 of 2
1783499626.087467 cmd_parse_build_commands: switch-client -p
1783499626.087468 args_parse_flags: next -N
1783499626.087471 args_parse_flag_argument: -N = Switch to previous client
1783499626.087472 args_parse_flags: next (
1783499626.087474 args_parse: flags end at 3 of 5
1783499626.087475 args_parse: 3 = ( (type STRING)
1783499626.087477 args_parse: 4 = switch-client -p (type COMMANDS)
1783499626.087483 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1783499626.087487 cmdq_get_command: [bind-key/0x58e4724bbff0] group 98
1783499626.087489 cmdq_append <global>: [bind-key/0x58e4724bbff0]
1783499626.087491 yylex_token: end at WS
1783499626.087492 yylex_token: bind
1783499626.087493 yylex_token: end at WS
1783499626.087495 yylex_token: -N
1783499626.087497 yylex_token: end at WS
1783499626.087498 yylex_token: Switch to next client
1783499626.087499 yylex_token: end at WS
1783499626.087500 yylex_token: )
1783499626.087502 yylex_token: end at WS
1783499626.087503 yylex_token: switch-client
1783499626.087504 yylex_token: end at WS
1783499626.087505 yylex_token: -n
1783499626.087508 cmd_parse_build_commands 0:0: bind
1783499626.087509 cmd_parse_build_commands 0:1: -N
1783499626.087511 cmd_parse_build_commands 0:2: Switch to next client
1783499626.087512 cmd_parse_build_commands 0:3: )
1783499626.087514 cmd_parse_build_commands 0:4 0:0: switch-client
1783499626.087515 cmd_parse_build_commands 0:4 0:1: -n
1783499626.087517 cmd_parse_build_commands 0:0: switch-client
1783499626.087518 cmd_parse_build_commands 0:1: -n
1783499626.087521 args_parse_flags: next -n
1783499626.087522 args_parse_flags: -n
1783499626.087524 args_parse: flags end at 2 of 2
1783499626.087526 cmd_parse_build_commands: switch-client -n
1783499626.087527 args_parse_flags: next -N
1783499626.087528 args_parse_flag_argument: -N = Switch to next client
1783499626.087530 args_parse_flags: next )
1783499626.087531 args_parse: flags end at 3 of 5
1783499626.087532 args_parse: 3 = ) (type STRING)
1783499626.087534 args_parse: 4 = switch-client -n (type COMMANDS)
1783499626.087539 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1783499626.087542 cmdq_get_command: [bind-key/0x58e4724bc290] group 106
1783499626.087543 cmdq_append <global>: [bind-key/0x58e4724bc290]
1783499626.087550 yylex_token: end at WS
1783499626.087553 yylex_token: bind
1783499626.087555 yylex_token: end at WS
1783499626.087556 yylex_token: -N
1783499626.087557 yylex_token: end at WS
1783499626.087558 yylex_token: Rename current window
1783499626.087560 yylex_token: end at WS
1783499626.087561 yylex_token: ,
1783499626.087562 yylex_token: end at WS
1783499626.087563 yylex_token: command-prompt
1783499626.087564 yylex_token: end at WS
1783499626.087565 yylex_token: -I#W
1783499626.087567 yylex_token: end at WS
1783499626.087568 yylex_token: rename-window
1783499626.087569 yylex_token: end at WS
1783499626.087570 yylex_token: --
1783499626.087571 yylex_token: end at WS
1783499626.087572 yylex_token: %%
1783499626.087575 cmd_parse_build_commands 0:0: bind
1783499626.087576 cmd_parse_build_commands 0:1: -N
1783499626.087577 cmd_parse_build_commands 0:2: Rename current window
1783499626.087579 cmd_parse_build_commands 0:3: ,
1783499626.087580 cmd_parse_build_commands 0:4 0:0: command-prompt
1783499626.087581 cmd_parse_build_commands 0:4 0:1: -I#W
1783499626.087583 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1783499626.087584 cmd_parse_build_commands 0:4 0:2 0:1: --
1783499626.087586 cmd_parse_build_commands 0:4 0:2 0:2: %%
1783499626.087588 cmd_parse_build_commands 0:0: command-prompt
1783499626.087593 cmd_parse_build_commands 0:1: -I#W
1783499626.087594 cmd_parse_build_commands 0:2 0:0: rename-window
1783499626.087595 cmd_parse_build_commands 0:2 0:1: --
1783499626.087597 cmd_parse_build_commands 0:2 0:2: %%
1783499626.087599 cmd_parse_build_commands 0:0: rename-window
1783499626.087600 cmd_parse_build_commands 0:1: --
1783499626.087601 cmd_parse_build_commands 0:2: %%
1783499626.087604 args_parse_flags: next --
1783499626.087605 args_parse: flags end at 2 of 3
1783499626.087607 args_parse: 2 = %% (type STRING)
1783499626.087609 cmd_parse_build_commands: rename-window "%%"
1783499626.087611 args_parse_flags: next -I#W
1783499626.087612 args_parse_flag_argument: -I = #W
1783499626.087614 args_parse: flags end at 2 of 3
1783499626.087617 args_parse: 2 = rename-window "%%" (type COMMANDS)
1783499626.087621 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1783499626.087622 args_parse_flags: next -N
1783499626.087624 args_parse_flag_argument: -N = Rename current window
1783499626.087625 args_parse_flags: next ,
1783499626.087626 args_parse: flags end at 3 of 5
1783499626.087628 args_parse: 3 = , (type STRING)
1783499626.087631 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1783499626.087636 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1783499626.087640 cmdq_get_command: [bind-key/0x58e4724bcca0] group 114
1783499626.087641 cmdq_append <global>: [bind-key/0x58e4724bcca0]
1783499626.087648 yylex_token: end at WS
1783499626.087651 yylex_token: bind
1783499626.087652 yylex_token: end at WS
1783499626.087653 yylex_token: -N
1783499626.087655 yylex_token: end at WS
1783499626.087657 yylex_token: Delete the most recent paste buffer
1783499626.087658 yylex_token: end at WS
1783499626.087659 yylex_token: -
1783499626.087661 yylex_token: end at WS
1783499626.087662 yylex_token: delete-buffer
1783499626.087664 cmd_parse_build_commands 0:0: bind
1783499626.087665 cmd_parse_build_commands 0:1: -N
1783499626.087667 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1783499626.087668 cmd_parse_build_commands 0:3: -
1783499626.087670 cmd_parse_build_commands 0:4 0:0: delete-buffer
1783499626.087672 cmd_parse_build_commands 0:0: delete-buffer
1783499626.087675 args_parse: flags end at 1 of 1
1783499626.087677 cmd_parse_build_commands: delete-buffer
1783499626.087678 args_parse_flags: next -N
1783499626.087679 args_parse_flag_argument: -N = Delete the most recent paste buffer
1783499626.087681 args_parse_flags: next -
1783499626.087682 args_parse: flags end at 3 of 5
1783499626.087683 args_parse: 3 = - (type STRING)
1783499626.087685 args_parse: 4 = delete-buffer (type COMMANDS)
1783499626.087689 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1783499626.087691 cmdq_get_command: [bind-key/0x58e4724bd9a0] group 126
1783499626.087693 cmdq_append <global>: [bind-key/0x58e4724bd9a0]
1783499626.087695 yylex_token: end at WS
1783499626.087696 yylex_token: bind
1783499626.087697 yylex_token: end at WS
1783499626.087698 yylex_token: -N
1783499626.087700 yylex_token: end at WS
1783499626.087701 yylex_token: Move the current window
1783499626.087702 yylex_token: end at WS
1783499626.087703 yylex_token: .
1783499626.087705 yylex_token: end at WS
1783499626.087706 yylex_token: command-prompt
1783499626.087707 yylex_token: end at WS
1783499626.087708 yylex_token: -T
1783499626.087709 yylex_token: end at WS
1783499626.087710 yylex_token: target
1783499626.087712 yylex_token: end at WS
1783499626.087713 yylex_token: move-window
1783499626.087714 yylex_token: end at WS
1783499626.087715 yylex_token: -t
1783499626.087717 yylex_token: end at WS
1783499626.087717 yylex_token: %%
1783499626.087720 cmd_parse_build_commands 0:0: bind
1783499626.087721 cmd_parse_build_commands 0:1: -N
1783499626.087723 cmd_parse_build_commands 0:2: Move the current window
1783499626.087724 cmd_parse_build_commands 0:3: .
1783499626.087726 cmd_parse_build_commands 0:4 0:0: command-prompt
1783499626.087730 cmd_parse_build_commands 0:4 0:1: -T
1783499626.087731 cmd_parse_build_commands 0:4 0:2: target
1783499626.087733 cmd_parse_build_commands 0:4 0:3 0:0: move-window
